,DESCR,RAMEAU_concepts2
8916,"Spécialité et droit, TO UNDERSTAND THE EVOLUTION OF THE FRENCH LEGAL SYSTEM IS IMPOSSIBLE FOR WHOMEVER ENTIRELY IGNORES THE SPECIALTY PRINCIPLE, ITS DEFINITION AND ITS INFLUENCE. THE PRINCIPAL IDEAS OF A CONSTRUCTIVE ANALYSIS OF THIS NEW LEGAL STANDARD REQUIRE THE SUPPORT OF A THESIS TENDING TOWARDS THE RECOGNITION OF AN EXCESSIVE MULTIPLYING OF SPECIAL RIGHTS BY THE AFFIRMATION OF A JUDICIAL AND ADMINISTRATIVE DIVISION. IF THE FRENCH CIVIL CODE CONSTITUTES ONE OF THE MOST PRECIOUS CONQUESTS OF THE FRENCH REVOLUTION, THE SPECIALTY PURSUES ITS TASK OF INTEGRATING THE LAW EVEN IF THE MULTIPLICATION OF LAWS AND SPECIAL RULES HAS VARIABLE EFFECTS THAN CAN, TO DIFFERENT DEGREES, COMPLETE, CREATE EXCEPTIONS AND EVEN SET ASIDE THE COMMON LAW. THE GENERALITY AND SPECIALTY CONFLICTS CAN ONLY BE SOLVED BY APPLYING THE MAXIM &quot; SPECIALIA GENERALIBUS DEROGANT&quot; AND THE SUBSIDIARY TASK OF THE COMMON LAW AT THE HEART OF A CONTEXT WHERE SEPARATE DEVELOPMENT OF LITIGATIEN LABELED TECHNICAL AND OF SPECIALIZED JURISDICTIONS CONFORTS THE EMPOWERMENT OF SPECIAL RULES. FRENCH LAW ADMITS PLURALISM EVEN WHILE IT REFUSES ITS BREAK-UP. THE FUNDAMENTAL GUARANTIES COMMON TO DIVERSE PROCEDURAL FORMES BECOME THE NECESSARY PATH FOR A LEGAL SCIENCE THAT WANTS TO PRESERVE ITS OWN SCIENTIFIENESS. THE METAMORPHOSIS OF THE JURISDICTIONAL FUNCTION ANIMATES THE LIBERALISM OF THE EUROPEAN SYSTEM ____","['028877675#Sciences_et_droit', '027257215#Technologie', '027466868#Droit', '028877675#Sciences_et_droit', '027257215#Technologie', '027466868#Droit']"
8917,"Sécrétion pinéale de la mélatonine : approche quantitative des concentrations centrales et périphériques par microdialyse, LA SYNTHESE DE LA MELATONINE PAR LA GLANDE PINEALE CONDITIONNE L&apos;EXISTENCE DE NOMBREUX RYTHMES BIOLOGIQUES ET REPRESENTE L&apos;EXPRESSION ENDOCRINE DE LA PHOTOPERIODE. LE SUIVI PAR MICRODIALYSE DES CONCENTRATIONS DE CETTE HORMONE, A PERMIS DE DETERMINER L&apos;EVOLUTION EN CONTINU, SIMULTANEMENT AU NIVEAU PERIPHERIQUE ET CENTRAL, SANS LESER LA GLANDE PINEALE, CHEZ LE RAT WISTAR VIGILE ET NON CONTRAINT. NOUS AVONS DETERMINE LES CONDITIONS EXPERIMENTALES OPTIMALES PERMETTANT D&apos;OBTENIR UNE ESTIMATION FIABLE DU RENDEMENT DE MEMBRANE DES SONDES DE MICRODIALYSE, PARAMETRE INDISPENSABLE A UNE BONNE QUANTIFICATION. LA COMPARAISON DE DIFFERENTES METHODES A MIS EN AVANT L&apos;IMPORTANCE D&apos;UNE DETERMINATION DU RENDEMENT IN VIVO. PUIS, NOUS AVONS ADAPTE LA TECHNIQUE DE MICRODIALYSE A L&apos;ETUDE DE LA SECRETION ET DE LA DISTRIBUTION DE LA MELATONINE, PAR IMPLANTATION DE DEUX SONDES, L&apos;UNE DANS LA VEINE JUGULAIRE ET L&apos;AUTRE DANS LA VEINE SAGITTALE SUPERIEURE EN REGARD DE LA GLANDE PINEALE. LES CONCENTRATIONS DE MELATONINE PRESENTENT DES FLUCTUATIONS NYCTHEMERALES, AVEC UNE AUGMENTATION NOCTURNE CARACTERISTIQUE (X 3.4 AU NIVEAU CENTRAL ET X 2.4 EN PERIPHERIE). LES CONCENTRATIONS DIURNES ET NOCTURNES PRESENTENT DES DIFFERENCES SIGNIFICATIVES (P&lt;0.05). L&apos;ANALYSE STATISTIQUE REVELE EGALEMENT UNE DIFFERENCE SIGNIFICATIVE (P&lt;0.01) ENTRE LES CONCENTRATIONS CEREBRALES ET PERIPHERIQUES POUR UNE MEME PHASE DU NYCTHEMERE. UNE ETUDE COMPLEMENTAIRE A PERMIS D&apos;ESTIMER LES PARAMETRES PHARMACOCINETIQUES DE LA MELATONINE-DEUTERIEE ADMINISTREE PAR VOIE INTRAVEINEUSE A DIFFERENTS STADES DU NYCTHEMERE... ____","['028246063#Mélatonine', '027571106#Protéines_plasmatiques', '028285875#Dialyse', '02724850X#Sécrétion']"
8918,"Etude de l'estimation des paramètres d'un modèle de réflectance bidirectionnelle et planification optimale des observations depuis l'espace, LA TELEDETECTION PASSIVE DANS LE DOMAINE OPTIQUE S&apos;INTERESSE A LA PART DE RAYONNEMENT SOLAIRE REFLECHIE PAR LA SURFACE OBSERVEE ET ATTEIGNANT LE CAPTEUR. LES MESURES FOURNIES SONT DES CARACTERISTIQUES EXCLUSIVEMENT RADIATIVES DES PROCESSUS CONDUISANT A LA FORMATION DE L&apos;ONDE REFLECHIE. LEUR EXPLOITATION REPOSE SUR L&apos;ETABLISSEMENT D&apos;UN MODELE EXPLICATIF DES OBSERVATIONS, CONNEXION ENTRE LES PROCESSUS PHYSIQUES A L&apos;ORIGINE DU SIGNAL MESURE ET LES PROPRIETES RADIATIVES DU MILIEU. SE POSE ALORS LE PROBLEME DE L&apos;ESTIMATION DES PARAMETRES PHYSIQUES CARACTERISANT CES PROPRIETES. SOUS CERTAINES HYPOTHESES, L&apos;ESTIMATION DES PARAMETRES PEUT ETRE REALISEE PAR UN AJUSTEMENT AU SENS DES MOINDRES CARRES ORDINAIRE. TROIS AXES D&apos;ETUDE ONT ETE DEGAGES. (1) LA PRESENCE POSSIBLE D&apos;ERREURS SUR LES MESURES SOULEVE LA QUESTION DE L&apos;IMPACT ET DE LA REDISTRIBUTION DE CE BRUIT SUR LES PARAMETRES ESTIMES. L&apos;ESTIMATION A ALORS ETE SUBORDONNEE A UNE METHODE DE RE-ECHANTILLONNAGE (METHODE DE MONTE CARLO) QUI SEULE PERMET D&apos;ACCEDER A UNE CARACTERISATION, A DISTANCE FINIE, DE LA LOI DES ESTIMES. (2) L&apos;INFLUENCE DU PROCESSUS NUMERIQUE ET ITERATIF D&apos;ESTIMATION A ETE EXAMINEE AU TRAVERS DE DEUX IMPLEMENTATIONS DE LA FORMULE BFGS DE QUASI-NEWTON SE DIFFERENCIANT PAR LE TRAITEMENT DE L&apos;INFORMATION DE PREMIER ORDRE. (3) LES DONNEES DE TELEDETECTION PROVENANT D&apos;UN ECHANTILLONNAGE LIMITE, L&apos;ESTIMATION DES PARAMETRES DEPEND RADICALEMENT DU CHOIX DU PLAN D&apos;EXPERIENCE. D&apos;UNE PART DES POIDS ONT ETE CONSTRUITS POUR MODULER LA CONTRIBUTION DE CHAQUE OBSERVATION AU SEIN DU CRITERE A MINIMISER ; D&apos;AUTRE PART, DEUX CRITERES RATIONNELS DE SELECTION DES OBSERVATIONS ONT ETE INTRODUITS DANS UN MODUS OPERANDI DE SELECTION-ASSIMILATION-ACCUMULATION. CETTE DERNIERE PHASE S&apos;EST PROGRESSIVEMENT AFFRANCHIE DE LA CONNAISSANCE A PRIORI INDUITE PAR LA METHODE DE MONTE CARLO POUR SE TOURNER VERS UN MODE DE PREDICTION-CORRECTION DU PLAN D&apos;EXPERIENCE PERTINENT POUR LE MODELE ET LES PARAMETRES ____","['027551385#Modèles_mathématiques', '029477166#Estimation_de_paramètres', '028685814#Réflectance', '027253627#Télédétection']"
8919,"Etude expérimentale des propriétés d'un plasma d'arc au voisinage de la cathode, L&apos;UTILISATION INDUSTRIELLE DES ARCS ELECTRIQUES EST SOUVENT LIMITEE PAR L&apos;EROSION DES ELECTRODES ; EN PARTICULIER, DANS LA REGION CATHODIQUE D&apos;UN ARC CARACTERISEE PAR DE FAIBLES DIMENSIONS (DE L&apos;ORDRE DU MILLIMETRE) ET DE TRES GRANDES DENSITES DE COURANT. LA DETERMINATION DES TEMPERATURES ET DES DENSITES ELECTRONIQUES AU VOISINAGE DE LA CATHODE PRESENTE UN TRES GRAND INTERET POUR TESTER LA VALIDITE DES MODELES DANS UNE REGION PARTICULIEREMENT DIFFICILE A MODELISER. LES TRAVAUX DEVELOPPES DANS CETTE THESE PORTENT SUR LE DIAGNOSTIC DU PLASMA D&apos;UN ARC TRANSFERE D&apos;ARGON AU VOISINAGE DE LA CATHODE. CES ETUDES ONT PERMIS D&apos;OBSERVER DES ANOMALIES QUI, JUSQU&apos;A PRESENT N&apos;ONT PAS RECU D&apos;EXPLICATIONS SATISFAISANTES, COMME NOTAMMENT LA DIMINUTION DE L&apos;EMISSIVITE DES RAIES D&apos;ARGON NEUTRE LE LONG D&apos;UNE ISOTHERME AU FUR ET A MESURE QUE L&apos;ON SE RAPPROCHE DE LA POINTE DE LA CATHODE, OU BIEN L&apos;UTILISATION DE DIFFERENTES METHODES POUR LA DETERMINATION DE LA DENSITE ELECTRONIQUE QUI PRESENTE UN ECART IMPORTANT PAR RAPPORT A LA VALEUR DONNEE A L&apos;EQUILIBRE THERMODYNAMIQUE LOCAL. PLUSIEURS METHODES D&apos;ANALYSE DU RAYONNEMENT ONT ETE EMPLOYEES EN REGIME STATIONNAIRE, AVEC NOTAMMENT L&apos;UTILISATION DE PLUSIEURS INTENSITES DE COURANT. L&apos;ETUDE DES MECANISMES A L&apos;EXTINCTION NOUS A PERMIS D&apos;EN DEDUIRE QUE, PARMI LES TROIS MECANISMES PRINCIPAUX QUI INFLUENCENT LES PROPRIETES DU PLASMA AU VOISINAGE DE LA CATHODE (ECART A L&apos;EQUILIBRE THERMIQUE, DEPRESSION, ECART A L&apos;EQUILIBRE STATISTIQUE), SEUL L&apos;ECART A L&apos;EQUILIBRE STATISTIQUE JOUE LE ROLE LE PLUS IMPORTANT, MAIS IL SEMBLE QUE LES DEUX AUTRES EFFETS SE MANIFESTENT ET PEUVENT CONTRIBUER EGALEMENT AUX PHENOMENES OBSERVES ____","['027905969#Arc_électrique', '027860442#Plasmas,_Dynamique_des', '029927749#Électrodes', '027799778#Équilibre_thermodynamique']"
8920,"Optimalités des plans d'expériences équilibrés pour les voisinages, NOUS ETUDIONS LES PROPRIETES D&apos;OPTIMALITE DE CERTAINS TYPES DE PLANS EQUILIBRES POUR LES VOISINAGES. NOUS CONSIDERONS DIFFERENTES SITUATIONS: 1) NOUS SUPPOSONS QUE DES EFFETS DE COMPETITIONS ENTRE TRAITEMENTS SONT PRESENTS MAIS NE SONT PAS PRIS EN COMPTE DANS L&apos;ANALYSE STATISTIQUE. CES EFFETS DE COMPETITIONS BIAISENT LES ESTIMATEURS DES EFFETS TRAITEMENTS. NOUS INTRODUISONS LA NOTION DE PLAN UNIVERSELLEMENT OPTIMAL POUR LE BIAIS ET NOUS MONTRONS QUE LES PLANS EQUILIBRES POUR LES VOISINAGES ONT CETTE PROPRIETE. NOUS COMPARONS ENSUITE, TOUJOURS POUR LE MEME ESTIMATEUR DES TRAITEMENTS, DEUX TYPES DE RANDOMISATION: UNE RANDOMISATION CLASSIQUE INTRABLOC ET UNE RANDOMISATION CONSERVANT LES EQUILIBRES DES VOISINAGES. DANS LES DEUX CAS, LE BIAIS DES ESTIMATEURS DES TRAITEMENTS INTRODUIT PAR LES EFFETS DE COMPETITIONS EST IDENTIQUE. PAR CONTRE, LA MATRICE DE VARIANCE DE L&apos;ESTIMATEUR DES EFFETS TRAITEMENTS EST PLUS PETITE, AU SENS DE LOEWNER, DANS LE DEUXIEME CAS. 2) NOUS SUPPOSONS QUE LES EFFETS DE COMPETITION SONT PRIS EN COMPTE DANS L&apos;ANALYSE, ET NOUS ETABLISSONS L&apos;OPTIMALITE UNIVERSELLE AU SENS DE KIEFER DES PLANS EQUILIBRES POUR LES VOISINAGES A LA FOIS POUR LES ESTIMATEURS DES EFFETS TRAITEMENTS ET DES EFFETS DE COMPETITIONS. POUR CELA, NOUS PROPOSONS UNE APPROCHE GEOMETRIQUE DU PROBLEME, EN METTANT EN EVIDENCE LES LIENS QUI EXISTENT ENTRE LA REPARTITION DES TRAITEMENTS DANS LE PLAN ET LES TERMES DIAGONAUX DE LA MATRICE D&apos;INFORMATION ASSOCIEE AUX EFFETS CONSIDERES. 3) NOUS SUPPOSONS QU&apos;IL EXISTE DES VARIATIONS DE FERTILITE AU NIVEAU DES PARCELLES. NOUS ETABLISSONS CERTAINS RESULTATS D&apos;OPTIMALITE DES PLANS EQUILIBRES POUR LES VOISINAGES LORSQUE L&apos;ON UTILISE LA METHODE AUX PREMIERES DIFFERENCES POUR ESTIMER LES TRAITEMENTS. NOUS METTONS AUSSI EN EVIDENCE LE ROLE IMPORTANT DES PLANS SYSTEMATIQUES LORSQUE LA VARIATION DUE AUX ERREURS TECHNIQUES EST BIEN PLUS IMPORTANTE QUE LES VARIATIONS DE FERTILITE ____","['027244067#Optimisation_mathématique', '027296539#Statistique_mathématique', '027330605#Plan_d#c#expérience']"
8921,"Problématique de la conception d'un produit pédagogique destiné à l'enseignement des langues assisté par ordinateur (E.L.A.O.), Ce travail entend proposer une reflexion didactique sur l&apos;introduction de l&apos;eao en classe de langue et examiner les exigences methodologiques inherentes a la conception d&apos;un produit pedagogique destine a l&apos;enseignement des langues assiste par ordinateur. Contrairement aux methodes didactiques inscrites dans le cadre ferme d&apos;une methodologie constituee, l&apos;eao semble s&apos;orienter davantage vers des conceptions eclatees et decentralisees de l&apos;enseignement avec des suggestions pedagogiques partielles qui permettent a l&apos;apprenant une gestion individuelle et autonome de son apprentissage pour une meilleure exploitation de ses facultes d&apos;assimilation et de conceptualisation. Notre analyse a ete fondee essentiellement surles constatations suivantes : - l&apos;eao, technique d&apos;enseignement apprentissage permettant respectivement a l&apos;apprenant et a l&apos;enseignant d&apos;apprendre a apprendre et a enseigner, loin d&apos;etre une panacee, est un moyen didactique complementaire aux autres ressources pedagogiques disponibles. - l&apos;innovation pedagogique ne bouleversant que tres rarement la progression de l&apos;ensemble, la comparaison entre les nouveaux dispositifs didactiques et ceux deja existants ne devrait pas conduire a un rejet categorique de ces derniers. - avec les nouvelles technologies ou techniques de formation (ntf), le concept d&apos;eao devrait etre elargi pour laisser la place aux deux concepts distincts mais complementaires : l&apos;enseignant assiste par ordinateur (dans son enseignement) et l&apos;apprenant assiste par ordinateur (dans son apprentissage). - la diversite des dispositifs et des demarches pedagogiques, rendue possible par les ntf, permettent une formation &quot;a la carte&quot; vehiculant une nouvelle strategie pedagogique dont le degre d&apos;efficacite est tributaire du &quot;confort didactique&quot; propose a l&apos;apprenant et a l&apos;enseignant. L&apos;eao peut s&apos;averer partiellement interessant pour la gestion de l7enseignement apprentissage d&apos;une langue et le transfert de certaines connaissances. Il ne saurait s&apos;inscrire dans le cadre d&apos;une theorisation methodologique globale.","['027699161#Éducation_et_informatique', '027330435#Innovation', '027940373#Apprentissage_automatique', '027699161#Éducation_et_informatique', '027330435#Innovation', '027940373#Apprentissage_automatique']"
8922,"Problématique de la conception d'un produit pédagogique destiné à l'enseignement des langues assisté par ordinateur (E.L.A.O.), The purpose of this survey is to propose a didactic analysis on the computer assisted language instruction with an emphasis on methodological requirements for a language teachware design. Computer assisted instruction (cai) is not a pre-established methodological framework. It is rather a decentralise oriented concept of teaching promoting an individualised acquisition and a pedagogical selfsufficiency of learning. Our analysis is based on the following facts : - the cai, far to be an educational panacea, is a teaching and learning technique which completes all those existing pedagogical methods and instructional resources. - cai should be extended to two other concepts : computer assisted instructor and computer assisted learner. - the wide variety of teaching methods and recent pedagogical technique allows a menu selected instruction with a new educational strategy whose efficiency depend on its offered &quot;didactic comfort&quot; for the both concerned parties. Computer assisted instruction seems to be partly interesting for some pedagogical aspects of teaching and learning a language. Nevertheless, it could not fall under a frame of a global methodology of instruction. ____","['027699161#Éducation_et_informatique', '027330435#Innovation', '027940373#Apprentissage_automatique', '027699161#Éducation_et_informatique', '027330435#Innovation', '027940373#Apprentissage_automatique']"
8923,"Les adolescents : enquêtes et propositions sur les loisirs : Laval, Nevers, Le Creusot, Résultats de 3 enquêtes sur les loisirs des adolescents menées à Laval, Nevers, Le Creusot à la demande des municipalités (1977-1979). Effort des auteurs pour déceler certaines tendances, formuler quelques hypothèses, susciter la réflexion, l&apos;action ainsi que la concertation ____","['027276228#Adolescents', '027318559#Loisirs']"
8924,"Les laïcs en Palestine d'Auguste à Hadrien : étude prosopographique et sociale, A l&apos;appui des sources littéraires et épigraphiques une compilation prosopographique est réalisée. Cette dernière apparait constituer une approche utile pour mieux comprendre certains domaines de la société palestinienne sous le haut-empire romain et notamment : les coutumes funéraires, la hiérarchie sociale, les métiers, la propriété de la terre, l&apos;éducation et le mariage.","['027243672#Noms_de_personnes', '027546160#Prosopographie', '027699749#Laïcat', '027243672#Noms_de_personnes', '027546160#Prosopographie', '027699749#Laïcat']"
8925,"Les laïcs en Palestine d'Auguste à Hadrien : étude prosopographique et sociale, By drawing upon literary and epigraphic sources, a prosopographic compilation is created. This constitutes a useful approach towards a better understanding of certain aspects of Palestinian society under the early roman empire, in particular : funerary customs, the social hierarchy, occupations, land ownership, education and marriage. ____","['027243672#Noms_de_personnes', '027546160#Prosopographie', '027699749#Laïcat', '027243672#Noms_de_personnes', '027546160#Prosopographie', '027699749#Laïcat']"
8926,"Macrocycles et podants phosphoraniques : synthèse et propriétés complexantes, CETTE THESE PORTE SUR LA SYNTHESE ET L&apos;ETUDE DES PROPRIETES COMPLEXANTES DE MACROCYCLES ET DE PODANTS PHOSPHORANIQUES. LES MACROCYCLES PHOSPHORANIQUES ONT ETE OBTENUS PAR UN SCHEMA A DEUX ETAPES (I) PREPARATION DU PRECURSEUR BIS(HYDRIDOBICYCLOPHOSPHORANE) PAR ADDITION OXYDANTE D&apos;UN BINUCLEOPHILE SUR UN AMINOPHOSPHITE BICYCLIQUE CONTRAINT (II) REACTION D&apos;ATHERTON-TODD ENTRE LE PRECURSEUR ET DIVERS BINUCLEOPHILES. DES MACROCYCLISATIONS SYMETRIQUES ET NON-SYMETRIQUES ONT ETE EFFECTUEES. ELLES CONDUISENT A PLUSIEURS PHOSPHORANES. L&apos;ANALYSE DES COMPOSES ISOLES PAR CHROMATOGRAPHIE MONTRE LA PRESENCE DE MONOBICYCLOPHOSPHORANES TRICYCLIQUES, DE MACROCYCLES BICYCLOPHOSPHORANIQUES A DEUX, TROIS ET QUATRE ATOMES DE PHOSPHORE AINSI QUE DE BIS(BICYCLOPHOSPHORANES) NON CYCLIQUES. UN CHEMIN REACTIONNEL RENDANT COMPTE DE LEUR FORMATION A ETE PROPOSE. PLUSIEURS PODANTS ISSUS DE L&apos;ETHER METHYLIQUE DU TRIETHYLENEGLYCOL ET POSSEDANT APPROXIMATIVEMENT LE MEME NOMBRE DE SITES BASIQUES QUE CERTAINS MACROCYCLES ONT ETE EGALEMENT PREPARES. LES RESULTATS DE CES PREPARATIONS APPORTENT DES ARGUMENTS EN FAVEUR DU CHEMIN REACTIONNEL PROPOSE POUR LA REACTION DE MACROCYCLISATION. L&apos;ETUDE DE LA CAPACITE A COMPLEXER DES CATIONS ALCALINS DE SEPT MACROCYCLES ET DE TROIS PODANTS BIS(BICYCLOPHOSPHORANIQUES) A ETE REALISEE PAR RESONANCE MAGNETIQUE NUCLEAIRE, ELLE MONTRE LA FORMATION DE DIFFERENTS COMPLEXES. COMME ATTENDU LES PODANTS PHOSPHORANIQUES SE SONT REVELES MOINS BONS COMPLEXANTS QUE LES MACROCYCLES. LA MODELISATION MOLECULAIRE DE QUELQUES MACROCYCLES A ETE EFFECTUEE EN UTILISANT LA VERSION 2.35 DU PROGRAMME BIOSYM BASE SUR LE CHAMP DE FORCES ESFF. CETTE VERSION A ETE AMELIOREE EN COMPARANT LES STRUCTURES CALCULEES ET EXPERIMENTALES (R.X.) DE DEUX MACROCYCLES PRECEDEMMENT OBTENUS AU LABORATOIRE. L&apos;ECART ENTRE LONGUEURS DE LIAISONS CALCULEES ET EXPERIMENTALES DEVIENT ALORS ACCEPTABLE MAIS L&apos;ANGLE ENTRE LES DEUX LIAISONS EQUATORIALES FORMEES PAR LE PHOSPHORE RESTE PLUS GRAND DANS LA STRUCTURE CALCULEE QUE DANS LA STRUCTURE EXPERIMENTALE. LA PERSISTANCE DE CET ECART A ETE IMPUTEE AUX CONTRAINTES DE L&apos;ETAT SOLIDE DONT L&apos;INTENSITE A PU AINSI ETRE APPRECIEE NUMERIQUEMENT ____","['027568636#Composés_complexes', '027790169#Synthèse_(chimie)', '031153836#Composés_macrocycliques']"
8927,"Practical reasoning in human affairs : studies in honor of Chaim Perelman, Présentation de l&apos;éditeur : &quot;This anthology of original essays has been nearly .two and one-half years in the making, and reflects the generous effort of many persons. To begin with, we thank the contributors to the volume, who not only cooperated with regards to their own works, but who also provided valuable advice concerning the over-all volume. One of the contributors was outstanding in his assistance and warrants special mention: we thank Professor Michel Meyer, for his encouragement, counsel, and dedication to see this project to comple­ tion. We would also like to thank Professor Jaakko Hintikka for his encouragement and Mrs. Kuipers of Reidel for her patience and under­ standing along the way. A project such as this could never have been completed without the unique assistance of members of the Department of Communication, Ohio State University: Ms. Kimberly Pasi and Mr. Charles Mawhirtcr. Also, special thanks are due to our graduate research assistant Ms. Susan Jasko, for her proofreading and bibliographic work. The pressures of developing a Festschrift are considerable and could not have been met without the cooperation and enthusiasm of Mrs. Perelman, especially in allowing us to publish Professor Perelman&apos;s address to Ohio State University as our introduction.&quot; ____",['027242196#Raisonnement']
8928,"Modélisation de la climatologie nivale des Alpes françaises. Application des techniques de régionalisation à l'étude de l'impact d'un changement climatique sur l'enneigement, CE TRAVAIL EST BASE SUR L&apos;UTILISATION DU MODELE D&apos;EVOLUTION DU MANTEAU NEIGEUX CROCUS ET DU SYSTEME D&apos;ANALYSE DES CONDITIONS METEOROLOGIQUES ADAPTE AU RELIEF SAFRAN. CES DEUX OUTILS, UNE FOIS VALIDES ONT PERMIS DE SIMULER LA CLIMATOLOGIE NIVALE ACTUELLE. DES TESTS DE SENSIBILITE A DES VARIATIONS SIMPLES DES PARAMETRES METEOROLOGIQUES ONT ETE EFFECTUES ET ONT MONTRE LA FORTE SENSIBILITE DU MANTEAUNEIGEUX A TOUTE VARIATION DU CLIMAT. POUR PRENDRE EN COMPTE DE FACON SATISFAISANTE LES SCENARIOS CLIMATIQUES ISSUS DES MODELES DE CIRCULATION GENERALE, UNE METHODE DE REGIONALISATION ADAPTEE A ETE DEVELOPPEE. ELLE A ETE APPLIQUEE A PLUSIEURS SIMULATIONS CORRESPONDANT A UN DOUBLEMENT DU GAZ CARBONIQUE DANS L&apos;ATMOSPHERE REALISEES AVEC ARPEGE/CLIMAT ____","['027551385#Modèles_mathématiques', '027841782#Météorologie_dynamique', '02776043X#Circulation_atmosphérique', '028125533#Enneigement', '027568490#Changements_climatiques', '027248763#Simulation,_Méthodes_de']"
8929,"Les relations Sud-Sud à l'épreuve : le Brésil et l'Afrique dans le contexte des échanges économiques afro-latino-américains, LES RELATIONS ECONOMIQUES AFRO-LATINO-AMERICAINES SONT ENCORE D&apos;IMPORTANCE SECONDAIRE. TOUTEFOIS, LE BRESIL EST DEVENU DEPUIS UNE VINGTAINE D&apos;ANNEES UN PARTENAIRE NON NEGLIGEABLE. UNE PAREILLE EVOLUTION NE S&apos;EXPLIQUE PAS SEULEMENT EN TERMES ECONOMIQUES, MAIS CORRESPOND AUSSI A UNE REALITE CULTURELLE ET A UNE VOLONTE POLITIQUE. L&apos;ANALYSE DU PHENOMENE DEBOUCHAIT SUR LA PROBLEMATIQUE DES RELATIONS &quot;NPI-PVD&quot; ET PLUS GENERALEMENT &quot;SUD-SUD&quot;. OR LES ECHANGES AFRO-BRESILIENS NE LAISSENT PAS APPARAITRE DE SPECIFICITE NOTABLE ; ILS TENDENT A RESSEMBLER A CEUX QUI UNISSENT LES NATIONS INDUSTRIELLES AUX PVD. L&apos;ANALYSE DES AVANTAGES COMPARATIFS NE PROUVE PAS L&apos;EXISTENCE D&apos;UNE APTITUDE PROPRE AUX ENTREPRISES BRESILIENNES A &quot;ADAPTER LA TECHNOLOGIE&quot; AU &quot;CONTEXTE LOCAL&quot; AFRICAIN. L&apos;APPARTENANCE AU &quot;SUD&quot; , CONTESTEE PAR CERTAINS, EN RAISON DE LA PLACE DES FIRMES DE CAPITAL ETRANGER AU BRESIL COMME EN AFRIQUE, PARAIT CEPENDANT PROUVEE PAR LE ROLE JOUE PAR LES ETATS ET LE SECTEUR PARA-PUBLIC. LES CONDITIONS DES TRANSACTIONS NE PERMETTENT PAS POUR AUTANT DE CONSTATER L&apos;EMERGENCE D&apos;UNE NOUVELLE ETHIQUE DU COMMERCE INTERNATIONAL CONFORME AUX CANONS D&apos;UN &quot;N.O.E.I.&quot;. LE BRESIL ET PLUSIEURS PAYS AFRICAINS SONT TRADITIONNELLEMENT EN SITUATION DE CONCURRENCE SUR LE MARCHE DES DENREES DE BASE. L&apos;HISTOIRE DE LA COMMERCIALISATION DU CAFE ET DU CACAO AU COURS DES 25 DERNIERES ANNEES A ETE PRISE COMME EXEMPLE D&apos;UNE EVENTUELLE MODIFICATION DES COMPORTEMENTS DE RIVALITE. OR , MALGRE CERTAINES REALISATIONS PONCTUELLES ET LIMITEES DANS LE TEMPS, L&apos;APPARITION DE RAPPORTS NOUVEAUX ENTRE LES PAYS CONCERNES NE PEUT ETRE ATTESTEE EN PROFONDEUR. FINALEMENT, L&apos;ORIGINALITE DE LL PENETRATION BRESILIENNE EN AFRIQUE TIENT DAVANTAGE AU DYNAMISME DES ENTREPRISES, AU SOUTIEN DES ETATS, A CERTAINES APTITUDES SOCIO-CULTURELLES, PLUTOT QU&apos;A UNE &quot;DIFFERENCE&quot; AISEMENT DEFINISSABLE. LES RELATIONS ECONOMIQUES AFRO-BRESILIENNES SONT CERTAINEMENT FAVORABLES AUX NATIONS EN PRESENCE, CAR ELLES ONT AMENE UNE DIVERSIFICATION DES ECHANGES ET UN ACCROISSEMENT DE LA CONCURRENCE INTERNATIONALE.","['027584798#Coopération_entre_pays_en_voie_de_développement', '028246519#Relations_économiques_extérieures', '027584798#Coopération_entre_pays_en_voie_de_développement', '028246519#Relations_économiques_extérieures']"
